Time (msec);Timing Advance (degrees);PLX Engine Speed (rpm);PLX Manifold Absolute Pressure (bar);PLX O2 - Wideband (Lambda)
756569;25,50;1603;0,36;1,00
756768;26,00;1603;0,36;1,03
756952;27,50;1584;0,36;0,98
757149;28,50;1564;0,39;0,98
757350;29,50;1564;0,38;0,99
757546;30,00;1564;0,43;0,97
757752;30,00;1544;0,44;0,97
757928;31,00;1544;0,44;0,97
758125;31,00;1544;0,40;0,98
758323;31,50;1544;0,42;0,99
758520;31,50;1544;0,45;0,98
758695;31,50;1544;0,50;0,98
758898;31,00;1544;0,47;0,99
759072;31,00;1525;0,46;0,99
759269;31,00;1544;0,48;0,98
759465;31,00;1544;0,50;0,96
759670;31,50;1544;0,48;0,97
759866;31,00;1544;0,42;0,98
760040;30,50;1544;0,39;1,00
760238;30,50;1544;0,39;1,00
760434;30,00;1544;0,41;0,97
760630;30,00;1544;0,43;0,96
760829;30,00;1544;0,40;0,97
761028;29,50;1525;0,39;0,97
761208;28,00;1525;0,40;0,98
761382;27,50;1525;0,36;0,98
761590;27,00;1505;0,36;0,98
761793;27,00;1505;0,35;0,99
761989;26,50;1505;0,35;0,99
762179;26,00;1486;0,35;0,97
762384;25,50;1466;0,34;0,97
762584;25,50;1466;0,35;0,97
762759;25,50;1466;0,34;0,98
762959;25,50;1447;0,34;1,00
763156;25,50;1447;0,34;0,99
763352;25,00;1447;0,33;0,97
763551;24,00;1427;0,32;0,97
763749;23,50;1427;0,32;0,97
763945;23,50;1408;0,32;0,97
764153;23,50;1408;0,32;0,99
764354;23,50;1388;0,31;1,00
764555;23,00;1368;0,30;0,98
764754;22,00;1368;0,29;0,98
764957;22,00;1329;0,30;0,98
765154;22,00;1329;0,30;0,98
765353;22,50;1329;0,31;1,01
765550;23,50;1368;0,33;1,00
765749;23,50;1349;0,33;0,99
765924;23,50;1329;0,33;0,98
766124;23,50;1290;0,33;0,98
766323;23,50;1329;0,35;0,98
766529;23,50;1349;0,34;1,00
766729;23,50;1349;0,33;1,00
766927;23,50;1329;0,34;0,98
767123;24,00;1329;0,36;0,97
767324;24,00;1329;0,36;0,97
767497;24,50;1349;0,35;0,97
767694;24,50;1349;0,36;0,99
767892;25,50;1349;0,38;0,99
768088;26,00;1349;0,37;0,99
768289;27,00;1388;0,39;0,99
768471;27,50;1388;0,39;0,98
768644;28,00;1408;0,40;0,98
768843;27,50;1408;0,39;0,99
769041;27,50;1427;0,38;0,98
769239;27,50;1447;0,39;0,98
769436;27,50;1447;0,38;0,97
769634;27,00;1486;0,36;0,98
769807;26,50;1486;0,36;0,98
770006;26,00;1505;0,36;0,98
770204;26,00;1525;0,36;0,98
770419;26,00;1544;0,34;0,99
770616;25,50;1564;0,35;0,99
770815;25,50;1564;0,34;0,97
771001;25,50;1584;0,32;0,96
771203;25,50;1603;0,35;0,98
771402;25,50;1603;0,35;0,98
771599;25,50;1623;0,33;1,01
771778;25,50;1623;0,34;1,00
771974;25,50;1642;0,34;0,99
772170;26,00;1662;0,34;0,97
772367;26,00;1662;0,34;0,98
772565;26,00;1681;0,34;0,99
772764;26,00;1701;0,34;0,99
772954;26,00;1720;0,33;0,98
773151;26,50;1740;0,33;0,97
773349;27,00;1760;0,34;0,97
773545;27,50;1760;0,33;1,00
773752;26,00;1760;0,29;0,99
773954;23,50;1584;0,24;0,98
774152;16,50;1368;0,25;0,99
774351;19,00;1212;0,25;1,11
774527;19,50;1075;0,28;1,11
774727;19,00;1036;0,29;1,08
774926;19,00;997;0,31;1,01
775101;19,00;938;0,32;0,97
775285;19,00;880;0,34;0,95
775479;19,00;880;0,35;0,94
775674;19,00;880;0,36;0,94
775874;19,00;899;0,35;0,94
776074;19,00;860;0,36;0,94
776248;19,00;860;0,36;0,97
776446;19,00;860;0,37;0,98
776645;17,00;880;0,36;0,99
776820;19,00;880;0,36;0,99
777018;15,50;860;0,37;1,00
777191;13,50;880;0,37;1,00
777396;18,50;860;0,37;0,99
777591;14,00;860;0,36;0,99
777789;13,50;860;0,37;0,99
777985;15,00;860;0,37;0,99
778167;16,00;860;0,37;0,99
778366;14,50;841;0,37;0,99
778565;15,50;860;0,37;0,98
778761;16,50;821;0,37;0,98
778961;14,50;821;0,37;0,98
779134;13,00;860;0,37;0,99
779335;13,50;821;0,37;1,01
779534;15,00;821;0,38;0,98
779710;14,00;821;0,39;0,99
779908;13,50;841;0,38;0,99
780106;13,00;860;0,38;0,99
780302;19,00;821;0,38;0,98
780477;13,50;821;0,39;0,98
780673;19,00;841;0,38;0,98
780873;14,50;841;0,37;0,99
781073;12,50;841;0,38;1,00
781246;14,50;841;0,38;1,01
781446;14,00;841;0,37;0,99
781646;13,50;841;0,38;0,98
781820;14,50;821;0,38;0,98
782020;11,50;821;0,38;0,99
782219;14,00;841;0,38;0,99
782417;11,50;841;0,38;0,97
782613;13,00;841;0,38;0,98
782809;15,00;841;0,38;0,98
783007;13,00;860;0,37;0,98
783208;13,50;821;0,38;0,98
783409;11,50;860;0,38;0,98
783606;14,50;841;0,38;1,00
783808;13,50;841;0,37;1,00
783984;15,00;841;0,38;1,00
784181;12,50;860;0,38;0,99
784376;12,00;860;0,38;0,99
784575;13,00;860;0,37;0,98
784787;15,50;821;0,39;0,99
784987;23,00;958;0,52;0,99
785186;25,50;1232;0,60;0,91
785361;30,00;1525;0,59;0,93
785558;32,00;1603;0,56;1,02
785751;31,00;1447;0,56;1,02
785937;27,50;1251;0,58;0,98
786136;25,50;1075;0,67;0,98
786335;25,00;1017;0,74;0,95
786549;25,00;1095;0,73;0,93
786749;28,00;1232;0,66;0,94
786949;30,00;1368;0,66;1,01
787149;30,50;1486;0,61;1,04
787348;31,00;1564;0,61;1,02
787523;32,50;1642;0,56;0,99
787722;33,50;1740;0,57;0,97
787920;33,50;1838;0,54;0,97
788118;35,00;1916;0,51;0,95
788313;36,50;1975;0,45;0,98
788511;29,50;1916;0,27;0,98
788685;19,00;1838;0,23;0,98
788887;18,00;1642;0,22;0,98
789112;16,50;1408;0,25;0,93
789310;15,50;1232;0,27;0,90
789510;15,50;1114;0,32;0,91
789709;22,50;1232;0,48;0,92
789907;30,00;1505;0,51;0,85
790104;30,00;1408;0,54;0,95
790301;26,00;1134;0,62;0,99
790497;28,00;1193;0,67;0,95
790695;28,50;1212;0,67;0,93
790893;29,00;1251;0,70;0,97
791095;29,50;1290;0,63;1,01
791293;30,00;1329;0,64;1,02
791493;30,00;1368;0,61;1,01
791692;29,50;1408;0,61;0,99
791887;30,00;1427;0,59;0,97
792086;30,50;1466;0,59;0,97
792304;31,00;1486;0,58;0,98
792508;30,50;1525;0,57;0,99
792707;31,00;1544;0,49;0,99
792908;31,00;1564;0,51;0,98
793078;32,00;1584;0,48;0,98
793279;32,00;1603;0,45;0,97
793478;32,00;1603;0,44;0,98
793677;32,50;1623;0,45;0,98
793851;32,50;1642;0,45;0,96
794050;33,00;1662;0,44;0,97
794248;33,00;1681;0,45;0,97
794445;33,50;1681;0,43;0,99
794642;33,50;1701;0,44;0,98
794840;33,50;1720;0,44;0,97
795014;34,00;1760;0,44;0,97
795226;33,50;1760;0,44;0,97
795422;34,00;1779;0,45;0,98
795624;34,00;1799;0,46;0,99
795824;34,00;1799;0,45;0,97
796027;34,50;1818;0,46;0,97
796226;34,50;1818;0,45;0,99
796425;34,50;1838;0,45;0,98
796625;34,50;1838;0,47;0,99
796822;35,00;1857;0,46;0,97
796996;35,00;1857;0,47;0,97
797193;35,00;1877;0,47;0,97
797394;35,50;1877;0,44;0,98
797592;35,50;1877;0,42;1,00
797804;34,50;1877;0,40;0,99
798002;34,00;1857;0,40;0,98
798175;34,00;1857;0,39;0,97
798373;33,50;1857;0,40;0,98
798553;33,50;1838;0,42;0,98
798750;33,50;1818;0,40;0,99
798945;33,50;1818;0,41;0,98
799141;33,50;1818;0,41;0,97
799322;33,50;1799;0,41;0,99
799522;33,50;1779;0,41;1,00
799724;33,50;1779;0,42;0,98
799897;33,50;1779;0,42;0,97
800095;33,50;1760;0,42;0,98
800274;33,50;1760;0,42;0,99
800470;33,00;1760;0,41;0,99
800668;32,50;1740;0,41;0,97
800866;32,00;1740;0,39;0,97
801066;32,00;1720;0,39;0,99
801276;32,50;1720;0,42;0,99
801473;32,50;1720;0,40;0,98
801672;32,50;1701;0,42;0,97
801846;32,50;1701;0,42;0,98
802043;33,00;1701;0,44;0,99
802241;33,00;1681;0,43;0,98
802437;33,00;1681;0,43;0,97
802635;27,50;1603;0,31;0,97
802834;17,00;1525;0,25;0,98
803037;16,50;1349;0,25;1,05
803236;15,50;1153;0,28;1,04
803436;19,50;1095;0,29;1,02
803641;19,50;1036;0,30;0,98
803840;19,00;958;0,31;0,97
804038;19,00;919;0,33;0,95
804241;19,00;938;0,33;0,95
804462;19,00;899;0,33;0,94
804633;19,00;899;0,35;0,94
804832;19,00;899;0,36;0,95
805035;19,00;899;0,36;0,95
805210;19,00;860;0,36;0,96
805410;19,00;860;0,37;0,96
805590;19,00;841;0,37;0,97
805764;19,00;821;0,38;1,01
805963;19,00;821;0,39;1,01
806161;19,00;841;0,39;0,99
806361;18,00;821;0,38;1,00
806534;15,00;821;0,38;0,99
806734;18,00;821;0,38;0,99
806952;18,00;821;0,47;1,00
807126;25,00;1017;0,55;0,99
807325;29,00;1290;0,52;0,87
807512;28,50;1173;0,51;0,94
807713;27,00;1036;0,53;1,08
807913;26,50;978;0,54;1,09
808105;25,50;958;0,57;1,02
808309;25,00;880;0,59;0,98
808508;22,50;762;0,66;0,97
808686;20,50;684;0,70;0,97
808884;21,00;821;0,71;0,96
809083;22,50;841;0,60;0,96
809279;19,00;841;0,51;0,99
809456;9,00;978;0,43;1,04
809655;13,50;919;0,39;1,14
809832;9,00;919;0,37;1,15
810030;11,00;938;0,37;1,13
810229;14,50;899;0,36;1,11
810426;18,00;880;0,36;1,06
810626;14,50;880;0,36;1,04
810832;14,50;880;0,36;1,00
811030;16,00;880;0,37;0,99
811228;16,00;860;0,37;0,99
811404;14,50;860;0,37;0,98
811603;15,50;860;0,38;0,98
811800;17,00;841;0,38;0,98
811986;13,00;860;0,38;1,01
812189;15,00;841;0,37;1,01
812389;19,00;841;0,39;1,00
812588;10,50;860;0,38;1,01
812790;12,00;860;0,37;0,99
812996;14,50;860;0,38;0,98
813195;13,50;860;0,36;0,99
813370;12,00;860;0,37;0,98
813567;13,50;841;0,38;0,98
813765;14,00;860;0,37;0,98
813962;14,00;841;0,37;0,99
814161;17,50;841;0,37;0,98
814338;12,50;841;0,38;0,99
814538;18,00;860;0,38;1,01
814710;13,00;860;0,38;1,00
814910;13,50;841;0,37;0,99
815110;13,50;860;0,38;0,99
815306;18,00;821;0,37;0,98
815481;13,00;841;0,38;0,98
815682;17,00;860;0,37;0,98
815880;15,50;841;0,37;0,99
816107;13,50;841;0,38;0,99
816305;12,00;860;0,37;1,00
816501;15,50;841;0,38;1,00
816699;13,50;860;0,38;1,00
816900;14,00;860;0,37;1,00
817112;13,50;841;0,38;1,00
817311;13,50;860;0,38;1,00
817510;12,50;860;0,37;0,99
817711;13,50;860;0,38;0,99
817912;13,50;860;0,37;0,98
818109;15,00;841;0,37;0,98
818308;15,00;860;0,38;0,98
818507;15,00;841;0,37;0,98
818704;14,00;860;0,37;0,98
818880;15,00;860;0,37;0,98
819078;16,00;821;0,38;0,99
819277;13,00;860;0,37;0,99
819451;13,50;860;0,38;1,00
819651;15,00;841;0,37;1,00
819832;13,00;860;0,37;0,99
820028;13,00;860;0,37;0,98
820228;14,50;841;0,37;0,99
820402;14,00;860;0,38;0,98
820603;18,00;821;0,37;0,99
820778;13,50;841;0,37;0,99
820975;13,50;841;0,37;1,00
821174;13,50;841;0,38;1,01
821374;13,50;860;0,37;0,99
821551;13,50;841;0,37;0,99
821748;12,00;860;0,37;0,98
821945;12,50;860;0,38;0,98
822141;13,50;860;0,37;0,99
822342;16,50;860;0,38;0,98
822542;13,00;860;0,37;0,98
822743;14,50;841;0,37;0,98
822945;13,00;841;0,36;0,98
823142;14,00;860;0,37;0,98
823320;15,50;860;0,37;0,98
823512;14,50;841;0,37;0,98
823709;15,00;860;0,38;0,99
823908;13,00;841;0,37;1,00
824116;12,50;860;0,38;0,98
824314;14,50;860;0,38;1,00
824516;14,50;841;0,37;1,00
824716;13,00;860;0,37;0,99
824889;14,50;841;0,38;0,99
825088;12,00;860;0,37;0,99
825287;14,50;860;0,38;0,99
825484;15,00;860;0,37;0,98
825660;14,00;860;0,38;0,98
825857;14,00;841;0,37;0,98
826053;14,00;821;0,37;0,99
826276;15,00;841;0,38;1,01
826481;13,00;841;0,36;1,00
826678;12,00;860;0,37;0,99
826850;13,00;860;0,37;1,00
827026;17,00;841;0,38;0,99
827203;14,00;841;0,37;0,98
